Kod;Województwo;Powiat;Gmina;
32-820;małopolskie;brzeski;Szczurowa;
32-821;małopolskie;brzeski;Szczurowa;
32-822;małopolskie;brzeski;Szczurowa;
32-823;małopolskie;brzeski;Brzesko;
32-824;małopolskie;brzeski;Borzęcin;
32-825;małopolskie;brzeski;Borzęcin;
32-828;małopolskie;brzeski;Dębno;
32-830;małopolskie;tarnowski;Wojnicz;
32-831;małopolskie;tarnowski;Wojnicz;
32-840;małopolskie;tarnowski;Zakliczyn;
32-841;małopolskie;tarnowski;Zakliczyn;
32-842;małopolskie;tarnowski;Zakliczyn;
32-851;małopolskie;brzeski;Brzesko;
32-852;małopolskie;brzeski;Dębno;
32-853;małopolskie;brzeski;Dębno;
32-854;małopolskie;brzeski;Dębno;
32-855;małopolskie;tarnowski;Zakliczyn;
32-859;małopolskie;brzeski;Czchów;
32-860;małopolskie;brzeski;Czchów;
32-861;małopolskie;brzeski;Iwkowa;
32-862;małopolskie;brzeski;Iwkowa;
32-863;małopolskie;brzeski;Czchów;
32-864;małopolskie;brzeski;Gnojnik;
32-865;małopolskie;brzeski;Gnojnik;
33-100;małopolskie;Tarnów;Tarnów;
33-111;małopolskie;tarnowski;Tarnów;
33-112;małopolskie;tarnowski;Tarnów;
33-113;małopolskie;tarnowski;Tarnów;
33-114;małopolskie;tarnowski;Pleśna;
33-115;małopolskie;tarnowski;Pleśna;
33-121;małopolskie;tarnowski;Wierzchosławice;
33-122;małopolskie;tarnowski;Wierzchosławice;
33-130;małopolskie;tarnowski;Radłów;
33-131;małopolskie;tarnowski;Żabno;
33-132;małopolskie;tarnowski;Żabno;
33-133;małopolskie;tarnowski;Radłów;
33-140;małopolskie;tarnowski;Lisia Góra;
33-150;małopolskie;tarnowski;Tarnów;
33-151;małopolskie;tarnowski;Lisia Góra;
33-152;małopolskie;tarnowski;Skrzyszów;
33-156;małopolskie;tarnowski;Skrzyszów;
33-157;małopolskie;tarnowski;Skrzyszów;
33-158;małopolskie;tarnowski;Skrzyszów;
33-159;małopolskie;tarnowski;Ryglice;
33-160;małopolskie;tarnowski;Ryglice;
33-161;małopolskie;tarnowski;Ryglice;
33-162;małopolskie;tarnowski;Ryglice;
33-163;małopolskie;tarnowski;Rzepiennik Strzyżewski;
33-164;małopolskie;tarnowski;Rzepiennik Strzyżewski;
33-167;małopolskie;tarnowski;Rzepiennik Strzyżewski;
33-170;małopolskie;tarnowski;Tuchów;
33-171;małopolskie;tarnowski;Pleśna;
33-172;małopolskie;tarnowski;Tuchów;
33-173;małopolskie;tarnowski;Tuchów;
33-180;małopolskie;tarnowski;Gromnik;
33-181;małopolskie;tarnowski;Gromnik;
33-182;małopolskie;tarnowski;Gromnik;
33-190;małopolskie;tarnowski;Ciężkowice;
33-191;małopolskie;tarnowski;Ciężkowice;
33-192;małopolskie;tarnowski;Ciężkowice;
33-200;małopolskie;dąbrowski;Dąbrowa Tarnowska;
33-202;małopolskie;dąbrowski;Dąbrowa Tarnowska;
33-203;małopolskie;dąbrowski;Szczucin;
33-204;małopolskie;dąbrowski;Szczucin;
33-205;małopolskie;dąbrowski;Dąbrowa Tarnowska;
33-206;małopolskie;dąbrowski;Radgoszcz;
33-207;małopolskie;dąbrowski;Radgoszcz;
33-210;małopolskie;dąbrowski;Olesno;
33-220;małopolskie;dąbrowski;Bolesław;
33-221;małopolskie;dąbrowski;Mędrzechów;
33-230;małopolskie;dąbrowski;Szczucin;
33-240;małopolskie;tarnowski;Żabno;
33-250;małopolskie;tarnowski;Żabno;
33-251;małopolskie;tarnowski;Żabno;
33-260;małopolskie;dąbrowski;Gręboszów;
33-262;małopolskie;dąbrowski;Gręboszów;
33-263;małopolskie;dąbrowski;Olesno;
33-264;małopolskie;dąbrowski;Olesno;
33-270;małopolskie;tarnowski;Wietrzychowice;
33-271;małopolskie;tarnowski;Wietrzychowice;
33-273;małopolskie;tarnowski;Radłów;
33-300;małopolskie;nowosądecki;Chełmiec;
33-311;małopolskie;nowosądecki;Chełmiec;
33-312;małopolskie;nowosądecki;Łososina Dolna;
33-314;małopolskie;nowosądecki;Łososina Dolna;
33-316;małopolskie;nowosądecki;Gródek nad Dunajcem;
33-318;małopolskie;nowosądecki;Gródek nad Dunajcem;
33-322;małopolskie;nowosądecki;Korzenna;
33-323;małopolskie;nowosądecki;Korzenna;
33-325;małopolskie;nowosądecki;Grybów;
33-326;małopolskie;nowosądecki;Korzenna;
33-330;małopolskie;nowosądecki;Grybów;
33-331;małopolskie;nowosądecki;Grybów;
33-332;małopolskie;nowosądecki;Grybów;
33-333;małopolskie;nowosądecki;Grybów;
33-334;małopolskie;nowosądecki;Kamionka Wielka;
33-335;małopolskie;nowosądecki;Nawojowa;
33-336;małopolskie;nowosądecki;Łabowa;
33-340;małopolskie;nowosądecki;Stary Sącz;
33-342;małopolskie;nowosądecki;Stary Sącz;
33-343;małopolskie;nowosądecki;Rytro;
33-350;małopolskie;nowosądecki;Piwniczna-Zdrój;
33-351;małopolskie;nowosądecki;Piwniczna-Zdrój;
33-370;małopolskie;nowosądecki;Muszyna;
33-380;małopolskie;nowosądecki;Krynica-Zdrój;
33-383;małopolskie;nowosądecki;Krynica-Zdrój;
33-386;małopolskie;nowosądecki;Podegrodzie;
33-388;małopolskie;nowosądecki;Stary Sącz;
33-389;małopolskie;nowosądecki;Łącko;
33-390;małopolskie;nowosądecki;Łącko;
33-393;małopolskie;nowosądecki;Chełmiec;
33-394;małopolskie;nowosądecki;Chełmiec;
33-395;małopolskie;nowosądecki;Chełmiec;
34-100;małopolskie;wadowicki;Wadowice;
34-103;małopolskie;wadowicki;Tomice;
34-105;małopolskie;wadowicki;Wadowice;
34-106;małopolskie;wadowicki;Mucharz;
34-108;małopolskie;wadowicki;Wieprz;
34-113;małopolskie;wadowicki;Brzeźnica;
34-114;małopolskie;wadowicki;Brzeźnica;
34-115;małopolskie;wadowicki;Brzeźnica;
34-116;małopolskie;wadowicki;Spytkowice;
34-120;małopolskie;wadowicki;Andrychów;
34-122;małopolskie;wadowicki;Wieprz;
34-123;małopolskie;wadowicki;Wadowice;
34-124;małopolskie;wadowicki;Stryszów;
34-125;małopolskie;wadowicki;Andrychów;
34-130;małopolskie;wadowicki;Kalwaria Zebrzydowska;
34-141;małopolskie;wadowicki;Kalwaria Zebrzydowska;
34-142;małopolskie;wadowicki;Kalwaria Zebrzydowska;
34-143;małopolskie;wadowicki;Lanckorona;
34-144;małopolskie;wadowicki;Lanckorona;
34-145;małopolskie;wadowicki;Stryszów;
34-146;małopolskie;wadowicki;Stryszów;
34-200;małopolskie;suski;Sucha Beskidzka;
34-205;małopolskie;suski;Stryszawa;
34-206;małopolskie;suski;Stryszawa;
34-210;małopolskie;suski;Zembrzyce;
34-211;małopolskie;suski;Budzów;
34-212;małopolskie;suski;Budzów;
34-220;małopolskie;suski;Maków Podhalański;
34-221;małopolskie;suski;Zawoja;
34-222;małopolskie;suski;Zawoja;
34-231;małopolskie;suski;Maków Podhalański;
34-232;małopolskie;suski;Stryszawa;
34-233;małopolskie;suski;Stryszawa;
34-234;małopolskie;suski;Jordanów;
34-235;małopolskie;suski;Bystra-Sidzina;
34-236;małopolskie;suski;Bystra-Sidzina;
34-240;małopolskie;suski;Jordanów;
34-242;małopolskie;suski;Jordanów;
34-300;śląskie;żywiecki;Żywiec;
34-311;śląskie;żywiecki;Czernichów;
34-312;śląskie;żywiecki;Czernichów;
34-315;śląskie;żywiecki;Czernichów;
34-321;śląskie;żywiecki;Łękawica;
34-322;śląskie;żywiecki;Gilowice;
34-323;śląskie;żywiecki;Ślemień;
34-324;śląskie;żywiecki;Lipowa;
34-325;śląskie;żywiecki;Łodygowice;
34-326;śląskie;żywiecki;Łodygowice;
34-331;śląskie;żywiecki;Świnna;
34-332;śląskie;żywiecki;Koszarawa;
34-335;śląskie;żywiecki;Jeleśnia;
34-340;śląskie;żywiecki;Jeleśnia;
34-341;śląskie;żywiecki;Jeleśnia;
34-350;śląskie;żywiecki;Węgierska Górka;
34-360;śląskie;żywiecki;Milówka;
34-370;śląskie;żywiecki;Rajcza;
34-371;śląskie;żywiecki;Ujsoły;
34-373;śląskie;żywiecki;Milówka;
34-381;śląskie;żywiecki;Radziechowy-Wieprz;
34-382;śląskie;żywiecki;Radziechowy-Wieprz;
34-383;śląskie;żywiecki;Milówka;
34-400;małopolskie;nowotarski;Nowy Targ;
34-404;małopolskie;nowotarski;Nowy Targ;
34-405;małopolskie;tatrzański;Bukowina Tatrzańska;
34-406;małopolskie;tatrzański;Bukowina Tatrzańska;
34-407;małopolskie;nowotarski;Czarny Dunajec;
34-408;małopolskie;nowotarski;Czarny Dunajec;
34-424;małopolskie;nowotarski;Szaflary;
34-425;małopolskie;tatrzański;Biały Dunajec;
34-431;małopolskie;nowotarski;Nowy Targ;
34-432;małopolskie;nowotarski;Nowy Targ;
34-433;małopolskie;nowotarski;Nowy Targ;
34-434;małopolskie;nowotarski;Nowy Targ;
34-435;małopolskie;nowotarski;Łapsze Niżne;
34-436;małopolskie;nowotarski;Czorsztyn;
34-440;małopolskie;nowotarski;Czorsztyn;
34-441;małopolskie;nowotarski;Łapsze Niżne;
34-442;małopolskie;nowotarski;Łapsze Niżne;
34-443;małopolskie;nowotarski;Czorsztyn;
34-450;małopolskie;nowotarski;Krościenko nad Dunajcem;
34-451;małopolskie;nowotarski;Ochotnica Dolna;
34-452;małopolskie;nowotarski;Ochotnica Dolna;
34-453;małopolskie;nowotarski;Ochotnica Dolna;
34-460;małopolskie;nowotarski;Szczawnica;
34-470;małopolskie;nowotarski;Czarny Dunajec;
34-471;małopolskie;nowotarski;Nowy Targ;
34-472;małopolskie;nowotarski;Czarny Dunajec;
34-480;małopolskie;nowotarski;Jabłonka;
34-481;małopolskie;nowotarski;Jabłonka;
34-482;małopolskie;nowotarski;Jabłonka;
34-483;małopolskie;nowotarski;Lipnica Wielka;
34-484;małopolskie;nowotarski;Jabłonka;
34-500;małopolskie;tatrzański;Zakopane;
34-511;małopolskie;tatrzański;Kościelisko;
34-512;małopolskie;tatrzański;Kościelisko;
34-513;małopolskie;nowotarski;Czarny Dunajec;
34-514;małopolskie;tatrzański;Kościelisko;
34-520;małopolskie;tatrzański;Poronin;
34-521;małopolskie;tatrzański;Poronin;
34-530;małopolskie;tatrzański;Bukowina Tatrzańska;
34-531;małopolskie;tatrzański;Poronin;
34-532;małopolskie;tatrzański;Bukowina Tatrzańska;
34-600;małopolskie;limanowski;Limanowa;
34-602;małopolskie;limanowski;Laskowa;
34-603;małopolskie;limanowski;Laskowa;
34-604;małopolskie;limanowski;Łukowica;
34-606;małopolskie;limanowski;Łukowica;
34-607;małopolskie;limanowski;Kamienica;
34-608;małopolskie;limanowski;Kamienica;
34-615;małopolskie;limanowski;Słopnice;
34-617;małopolskie;limanowski;Jodłownik;
34-620;małopolskie;limanowski;Jodłownik;
34-623;małopolskie;limanowski;Jodłownik;
34-625;małopolskie;limanowski;Dobra;
34-642;małopolskie;limanowski;Dobra;
34-643;małopolskie;limanowski;Dobra;
34-650;małopolskie;limanowski;Tymbark;
34-652;małopolskie;limanowski;Limanowa;
34-654;małopolskie;limanowski;Limanowa;
34-700;małopolskie;nowotarski;Rabka-Zdrój;
34-713;małopolskie;nowotarski;Raba Wyżna;
34-720;małopolskie;nowotarski;Rabka-Zdrój;
34-721;małopolskie;nowotarski;Raba Wyżna;
34-722;małopolskie;nowotarski;Jabłonka;
34-723;małopolskie;nowotarski;Raba Wyżna;
34-730;małopolskie;limanowski;Mszana Dolna;
34-733;małopolskie;limanowski;Mszana Dolna;
34-734;małopolskie;limanowski;Mszana Dolna;
34-735;małopolskie;limanowski;Niedźwiedź;
34-736;małopolskie;limanowski;Mszana Dolna;
34-741;małopolskie;limanowski;Mszana Dolna;
34-745;małopolskie;nowotarski;Spytkowice;
35-001;podkarpackie;Rzeszów;Rzeszów;całe miasto jako 1 kształt
35-106;podkarpackie;rzeszowski;Boguchwała;
36-001;podkarpackie;rzeszowski;Trzebownisko;
36-002;podkarpackie;rzeszowski;Trzebownisko;
36-003;podkarpackie;rzeszowski;Głogów Małopolski;
36-004;podkarpackie;rzeszowski;Trzebownisko;
36-007;podkarpackie;rzeszowski;Krasne;
36-016;podkarpackie;rzeszowski;Chmielnik;
36-017;podkarpackie;rzeszowski;Chmielnik;
36-020;podkarpackie;rzeszowski;Tyczyn;
36-024;podkarpackie;rzeszowski;Hyżne;
36-025;podkarpackie;rzeszowski;Hyżne;
36-030;podkarpackie;rzeszowski;Błażowa;
36-040;podkarpackie;rzeszowski;Boguchwała;
36-041;podkarpackie;rzeszowski;Boguchwała;
36-042;podkarpackie;rzeszowski;Lubenia;
36-043;podkarpackie;rzeszowski;Lubenia;
36-046;podkarpackie;rzeszowski;Boguchwała;
36-047;podkarpackie;rzeszowski;Boguchwała;
36-050;podkarpackie;rzeszowski;Sokołów Małopolski;
36-051;podkarpackie;rzeszowski;Sokołów Małopolski;
36-052;podkarpackie;rzeszowski;Sokołów Małopolski;
36-053;podkarpackie;rzeszowski;Kamień;
36-054;podkarpackie;rzeszowski;Świlcza;
36-055;podkarpackie;rzeszowski;Świlcza;
36-060;podkarpackie;rzeszowski;Głogów Małopolski;
36-061;podkarpackie;rzeszowski;Głogów Małopolski;
36-062;podkarpackie;rzeszowski;Trzebownisko;
36-065;podkarpackie;rzeszowski;Dynów;
36-067;podkarpackie;rzeszowski;Dynów;
36-068;podkarpackie;rzeszowski;Dynów;
36-069;podkarpackie;rzeszowski;Dynów;
36-071;podkarpackie;rzeszowski;Świlcza;
36-072;podkarpackie;rzeszowski;Świlcza;
36-073;podkarpackie;rzeszowski;Krasne;
36-100;podkarpackie;kolbuszowski;Kolbuszowa;
36-105;podkarpackie;kolbuszowski;Cmolas;
36-106;podkarpackie;kolbuszowski;Cmolas;
36-107;podkarpackie;kolbuszowski;Niwiska;
36-110;podkarpackie;kolbuszowski;Majdan Królewski;
36-121;podkarpackie;kolbuszowski;Dzikowiec;
36-122;podkarpackie;kolbuszowski;Dzikowiec;
36-123;podkarpackie;kolbuszowski;Dzikowiec;
36-125;podkarpackie;kolbuszowski;Raniżów;
36-130;podkarpackie;kolbuszowski;Raniżów;
36-145;podkarpackie;kolbuszowski;Kolbuszowa;
36-147;podkarpackie;kolbuszowski;Niwiska;
36-200;podkarpackie;brzozowski;Brzozów;
36-203;podkarpackie;brzozowski;Nozdrzec;
36-204;podkarpackie;brzozowski;Dydnia;
36-206;podkarpackie;brzozowski;Brzozów;
36-207;podkarpackie;brzozowski;Dydnia;
36-211;podkarpackie;brzozowski;Haczów;
36-212;podkarpackie;brzozowski;Haczów;
36-213;podkarpackie;brzozowski;Haczów;
36-220;podkarpackie;brzozowski;Jasienica Rosielna;
36-221;podkarpackie;brzozowski;Jasienica Rosielna;
36-230;podkarpackie;brzozowski;Domaradz;
36-231;podkarpackie;brzozowski;Domaradz;
36-233;podkarpackie;brzozowski;Domaradz;
36-245;podkarpackie;brzozowski;Nozdrzec;
37-100;podkarpackie;łańcucki;Łańcut;
37-110;podkarpackie;łańcucki;Żołynia;
37-111;podkarpackie;łańcucki;Rakszawa;
37-112;podkarpackie;łańcucki;Łańcut;
37-114;podkarpackie;łańcucki;Białobrzegi;
37-120;podkarpackie;łańcucki;Markowa;
37-121;podkarpackie;łańcucki;Markowa;
37-122;podkarpackie;łańcucki;Łańcut;
37-123;podkarpackie;łańcucki;Łańcut;
37-124;podkarpackie;łańcucki;Łańcut;
37-125;podkarpackie;łańcucki;Czarna;
